id,plot_id,crop,season,sown_date,harvest_date,expected_yield,actual_yield,status
48,441,groundnut,summer,2025-02-03 00:00:00,2025-05-29 00:00:00,1414.2,23497.4,H
49,145,groundnut,kharif,2025-06-13 00:00:00,2025-11-22 00:00:00,1702.9,10731.9,H
50,37,sugarcane,kharif,2025-07-08 00:00:00,2025-12-04 00:00:00,72002.4,227420.6,H
51,34,groundnut,kharif,2026-07-26 00:00:00,,1632.3,,P
52,176,chickpea,rabi,2024-10-24 00:00:00,2025-03-18 00:00:00,1431.2,23117.8,H
53,238,groundnut,kharif,2025-06-10 00:00:00,2025-10-23 00:00:00,1393.4,8012.1,H
54,395,jowar,rabi,2025-10-03 00:00:00,2026-01-24 00:00:00,2628.3,2738.6,H
55,326,paddy,kharif,2026-06-15 00:00:00,,3937.3,,P
56,316,onion,rabi,2024-10-22 00:00:00,2025-02-19 00:00:00,15038.7,24329.8,H
57,223,groundnut,kharif,2025-06-20 00:00:00,2025-11-09 00:00:00,1554.0,6544.5,H
58,190,chickpea,rabi,2023-11-04 00:00:00,2024-03-01 00:00:00,1553.6,2819.1,H
59,202,groundnut,summer,2025-03-14 00:00:00,2025-07-11 00:00:00,1461.4,932.8,H
60,285,jowar,rabi,2025-10-10 00:00:00,2026-03-01 00:00:00,2130.4,589.5,F
61,74,sunflower,summer,2024-02-05 00:00:00,2024-05-26 00:00:00,1329.7,15533.8,H
62,218,onion,kharif,2025-07-18 00:00:00,2025-12-27 00:00:00,15760.2,175715.2,H
63,310,paddy,rabi,2026-10-23 00:00:00,,3909.3,,P
64,280,onion,rabi,2023-10-19 00:00:00,2024-02-26 00:00:00,16983.4,7899.6,H
65,354,wheat,rabi,2026-11-15 00:00:00,,2707.8,,P
66,313,wheat,rabi,2025-10-22 00:00:00,2026-03-11 00:00:00,3136.5,18709.6,H
67,176,chickpea,rabi,2025-11-17 00:00:00,2026-03-27 00:00:00,1431.1,20171.1,H
68,409,sugarcane,kharif,2024-06-23 00:00:00,2024-11-18 00:00:00,83836.6,994175.0,H
69,32,sunflower,rabi,2025-10-22 00:00:00,2026-02-17 00:00:00,1311.2,12193.3,H
70,43,maize,kharif,2024-07-05 00:00:00,2024-12-01 00:00:00,5138.6,22668.4,H
71,58,onion,kharif,2025-06-22 00:00:00,2025-11-07 00:00:00,15374.9,39532.5,H
72,121,sunflower,rabi,2025-10-11 00:00:00,2026-01-24 00:00:00,1368.2,3972.2,H
73,429,sunflower,summer,2025-02-22 00:00:00,2025-06-15 00:00:00,1281.4,10416.8,H
74,432,groundnut,kharif,2026-07-25 00:00:00,,1415.7,,P
75,86,sunflower,summer,2025-03-16 00:00:00,2025-07-13 00:00:00,1104.1,1574.9,H
76,135,maize,rabi,2023-11-26 00:00:00,2024-04-02 00:00:00,5305.3,9657.4,H
77,22,wheat,rabi,2025-11-11 00:00:00,,2883.4,,A
78,336,onion,rabi,2025-10-24 00:00:00,2026-03-16 00:00:00,16425.9,81668.7,H
79,354,maize,rabi,2025-10-22 00:00:00,2026-01-30 00:00:00,6047.3,5134.6,F
80,54,sunflower,summer,2024-03-09 00:00:00,2024-06-14 00:00:00,1032.3,4524.9,H
81,305,cotton,kharif,2026-06-03 00:00:00,,1856.5,,P
82,193,onion,kharif,2023-06-09 00:00:00,2023-10-15 00:00:00,15841.4,16389.6,H
83,142,jowar,rabi,2024-10-25 00:00:00,,2239.6,,A
84,199,groundnut,kharif,2024-07-06 00:00:00,2024-11-21 00:00:00,1393.3,17106.3,H
85,202,maize,rabi,2023-10-18 00:00:00,2024-03-15 00:00:00,5386.6,3359.1,H
86,227,sugarcane,kharif,2023-06-03 00:00:00,2023-10-27 00:00:00,83324.6,659823.3,H
87,255,maize,kharif,2023-07-09 00:00:00,2023-11-05 00:00:00,5830.1,8199.6,H
88,264,sunflower,summer,2025-03-28 00:00:00,2025-06-25 00:00:00,1214.4,2696.5,F
89,419,sunflower,rabi,2025-11-11 00:00:00,2026-04-03 00:00:00,1129.0,3911.1,F
90,332,wheat,rabi,2025-11-03 00:00:00,2026-03-12 00:00:00,3342.2,12929.6,H
91,284,paddy,rabi,2026-10-10 00:00:00,,4061.5,,P
92,55,groundnut,summer,2023-03-24 00:00:00,2023-06-29 00:00:00,1427.2,2981.2,H
93,304,cotton,kharif,2025-06-26 00:00:00,2025-11-17 00:00:00,1877.4,3312.7,H
94,416,sunflower,rabi,2023-11-02 00:00:00,2024-03-02 00:00:00,1303.6,150.7,F
95,414,chickpea,rabi,2026-10-24 00:00:00,,1287.9,,P
96,37,paddy,kharif,2025-06-16 00:00:00,2025-11-12 00:00:00,3627.7,9178.1,H
97,89,paddy,rabi,2023-11-20 00:00:00,,4622.5,,A
98,419,wheat,rabi,2025-10-03 00:00:00,2026-01-23 00:00:00,3031.4,53476.0,H
99,348,jowar,rabi,2023-10-11 00:00:00,2024-03-09 00:00:00,2193.5,445.8,F
100,33,wheat,rabi,2024-11-06 00:00:00,2025-03-30 00:00:00,2979.0,1479.8,H
101,298,paddy,kharif,2023-07-25 00:00:00,2023-11-22 00:00:00,3589.7,2363.6,H
102,92,wheat,rabi,2025-11-23 00:00:00,2026-03-11 00:00:00,2826.7,1975.6,H
103,211,cotton,kharif,2025-06-20 00:00:00,2025-10-19 00:00:00,1917.3,5737.6,H
104,424,sugarcane,kharif,2025-06-18 00:00:00,2025-10-21 00:00:00,70790.5,234992.5,H
105,317,groundnut,kharif,2025-06-09 00:00:00,2025-09-30 00:00:00,1453.0,20864.5,H
106,243,sunflower,rabi,2024-10-02 00:00:00,2025-02-20 00:00:00,1151.1,16249.7,H
107,316,sunflower,rabi,2023-10-18 00:00:00,2024-02-06 00:00:00,1076.9,242.2,F
108,37,cotton,kharif,2025-07-14 00:00:00,2025-11-13 00:00:00,1933.4,5235.2,H
109,57,groundnut,kharif,2023-06-24 00:00:00,2023-11-07 00:00:00,1777.5,959.6,H
110,242,onion,rabi,2023-11-05 00:00:00,2024-02-26 00:00:00,18053.9,92862.2,H
111,70,sunflower,rabi,2026-11-09 00:00:00,,1140.9,,P
112,17,onion,kharif,2024-06-04 00:00:00,2024-11-15 00:00:00,15834.6,27214.7,H
113,113,sugarcane,kharif,2026-06-19 00:00:00,,86307.1,,P
114,45,jowar,rabi,2024-11-27 00:00:00,2025-04-05 00:00:00,2241.0,4009.1,H
115,127,cotton,kharif,2025-06-19 00:00:00,2025-10-16 00:00:00,2023.4,4092.1,H
116,23,paddy,rabi,2026-10-14 00:00:00,,4066.8,,P
117,415,wheat,rabi,2025-10-03 00:00:00,2026-02-15 00:00:00,3335.4,13370.9,H
118,112,maize,rabi,2024-10-21 00:00:00,2025-02-03 00:00:00,4701.3,5525.8,H
119,236,onion,kharif,2025-07-25 00:00:00,2025-11-20 00:00:00,17796.2,369432.2,H
120,190,sunflower,rabi,2026-10-13 00:00:00,,1139.8,,P
121,17,sugarcane,kharif,2024-06-26 00:00:00,2024-11-26 00:00:00,68194.4,115796.8,H
122,29,chickpea,rabi,2023-10-13 00:00:00,2024-02-13 00:00:00,1385.4,2029.1,F
123,332,chickpea,rabi,2025-10-05 00:00:00,2026-02-03 00:00:00,1290.2,5914.4,H
124,386,onion,kharif,2026-06-11 00:00:00,,17910.1,,P
125,258,jowar,rabi,2023-10-12 00:00:00,2024-02-11 00:00:00,2365.7,1653.4,H
126,241,chickpea,rabi,2025-11-26 00:00:00,2026-04-18 00:00:00,1587.1,29090.4,H
127,34,cotton,kharif,2023-06-13 00:00:00,2023-10-12 00:00:00,1685.7,21308.1,H
128,142,wheat,rabi,2025-10-28 00:00:00,2026-02-18 00:00:00,3119.2,46636.4,H
129,350,chickpea,rabi,2025-11-14 00:00:00,2026-03-22 00:00:00,1499.8,584.8,F
130,12,cotton,kharif,2025-07-21 00:00:00,2025-12-19 00:00:00,1954.9,7221.3,H
131,272,chickpea,rabi,2025-11-19 00:00:00,2026-03-07 00:00:00,1567.3,15789.7,H
132,117,sunflower,summer,2024-02-05 00:00:00,2024-05-22 00:00:00,1122.4,6272.1,H
133,83,chickpea,rabi,2024-10-27 00:00:00,2025-03-21 00:00:00,1481.0,620.7,H
134,122,wheat,rabi,2024-10-15 00:00:00,2025-02-08 00:00:00,2978.8,53687.9,H
135,341,groundnut,summer,2024-03-15 00:00:00,2024-07-12 00:00:00,1828.2,5935.6,H
136,13,jowar,rabi,2024-11-11 00:00:00,2025-02-28 00:00:00,2043.1,24915.2,H
137,170,sugarcane,kharif,2024-06-26 00:00:00,2024-11-19 00:00:00,83347.9,392740.0,H
138,58,sunflower,rabi,2024-10-10 00:00:00,2025-01-19 00:00:00,1164.6,2507.2,H
139,48,groundnut,kharif,2025-06-19 00:00:00,2025-11-09 00:00:00,1466.6,783.4,H
140,12,wheat,rabi,2026-10-17 00:00:00,,2815.8,,P
141,163,onion,kharif,2026-07-13 00:00:00,,17036.6,,P
142,219,groundnut,summer,2024-02-10 00:00:00,2024-05-27 00:00:00,1528.7,6102.1,H
143,45,cotton,kharif,2026-07-26 00:00:00,,1685.9,,P
144,413,jowar,rabi,2024-10-05 00:00:00,2025-01-26 00:00:00,2258.3,31835.1,H
145,172,wheat,rabi,2023-10-14 00:00:00,2024-03-02 00:00:00,3485.4,3845.9,H
146,364,onion,kharif,2024-06-27 00:00:00,2024-11-08 00:00:00,14989.4,40884.7,H
147,155,onion,rabi,2025-11-08 00:00:00,2026-02-17 00:00:00,17397.9,44189.8,H
148,328,sunflower,rabi,2026-11-14 00:00:00,,1197.1,,P
149,353,cotton,kharif,2023-07-16 00:00:00,2023-11-07 00:00:00,1853.4,2713.1,H
150,224,sugarcane,kharif,2026-06-12 00:00:00,,83451.2,,P
151,9,sugarcane,kharif,2025-06-05 00:00:00,2025-10-13 00:00:00,77088.4,1080291.3,H
152,28,sugarcane,kharif,2025-07-02 00:00:00,2025-11-07 00:00:00,73124.9,68071.1,H
153,100,maize,kharif,2025-06-18 00:00:00,2025-10-26 00:00:00,6114.5,48044.7,H
154,155,sugarcane,kharif,2023-07-27 00:00:00,2023-11-23 00:00:00,66601.8,176935.6,H
155,249,jowar,rabi,2024-10-07 00:00:00,2025-01-24 00:00:00,2402.4,42215.3,H
156,287,onion,kharif,2025-07-03 00:00:00,2025-10-28 00:00:00,17530.5,225109.3,H
157,160,groundnut,kharif,2025-07-06 00:00:00,2025-12-08 00:00:00,1506.2,20657.6,H
158,66,maize,kharif,2024-06-07 00:00:00,2024-10-03 00:00:00,6293.8,82028.7,H
159,58,wheat,rabi,2025-11-02 00:00:00,2026-02-22 00:00:00,2735.3,6118.2,H
160,31,sunflower,rabi,2024-10-03 00:00:00,2025-01-30 00:00:00,1260.3,2116.4,H
161,309,cotton,kharif,2024-07-01 00:00:00,2024-10-24 00:00:00,1608.6,20036.6,H
162,297,groundnut,summer,2024-02-17 00:00:00,2024-05-16 00:00:00,1407.6,9845.4,H
163,112,cotton,kharif,2024-06-24 00:00:00,2024-10-18 00:00:00,2029.1,3521.0,H
164,244,groundnut,kharif,2025-06-06 00:00:00,2025-11-16 00:00:00,1530.3,18214.7,H
165,117,jowar,rabi,2024-10-15 00:00:00,2025-01-30 00:00:00,2414.2,11667.5,H
166,148,chickpea,rabi,2023-11-16 00:00:00,2024-03-02 00:00:00,1351.6,2111.9,H
167,352,sunflower,rabi,2025-11-10 00:00:00,,1088.0,,A
168,431,sunflower,summer,2024-02-22 00:00:00,2024-06-17 00:00:00,1262.0,3310.1,H
169,347,wheat,rabi,2024-11-13 00:00:00,2025-04-06 00:00:00,3184.2,64106.0,H
170,87,wheat,rabi,2024-11-07 00:00:00,2025-03-25 00:00:00,3419.9,8754.0,H
171,218,sunflower,summer,2026-03-25 00:00:00,2026-07-13 00:00:00,1148.2,19451.2,H
172,249,chickpea,rabi,2024-11-04 00:00:00,2025-02-19 00:00:00,1295.3,20937.3,H
173,69,paddy,kharif,2026-06-27 00:00:00,,4197.6,,P
174,14,maize,rabi,2025-11-05 00:00:00,,5701.2,,A
175,40,chickpea,rabi,2025-10-10 00:00:00,2026-03-01 00:00:00,1399.1,19866.7,H
176,415,chickpea,rabi,2023-11-04 00:00:00,2024-03-07 00:00:00,1379.0,5645.5,H
177,19,paddy,kharif,2025-07-23 00:00:00,2025-11-20 00:00:00,4189.3,5728.4,H
178,250,wheat,rabi,2026-11-16 00:00:00,,3429.5,,P
179,260,paddy,rabi,2024-11-19 00:00:00,2025-03-23 00:00:00,4347.3,8265.7,H
180,165,paddy,kharif,2025-06-05 00:00:00,2025-11-15 00:00:00,4031.7,68764.6,H
181,392,groundnut,summer,2023-03-12 00:00:00,2023-06-27 00:00:00,1557.7,1878.5,F
182,121,sugarcane,kharif,2026-06-28 00:00:00,,68978.6,,P
183,87,paddy,rabi,2023-11-22 00:00:00,2024-03-28 00:00:00,4285.7,11214.0,H
184,357,sunflower,rabi,2024-11-19 00:00:00,,1136.1,,A
185,251,wheat,rabi,2024-11-17 00:00:00,2025-04-14 00:00:00,3255.7,15318.0,H
186,224,cotton,kharif,2026-06-27 00:00:00,,1819.4,,P
187,148,sugarcane,kharif,2024-07-26 00:00:00,2024-11-27 00:00:00,80915.0,125276.2,H
188,297,wheat,rabi,2024-10-19 00:00:00,2025-03-01 00:00:00,3077.0,34465.7,H
189,334,sugarcane,kharif,2025-07-07 00:00:00,2025-11-20 00:00:00,75713.8,45713.0,H
190,391,chickpea,rabi,2023-10-19 00:00:00,2024-02-27 00:00:00,1279.4,1017.1,H
191,240,sugarcane,kharif,2025-06-17 00:00:00,2025-10-17 00:00:00,74824.0,346627.0,H
192,351,sugarcane,kharif,2025-07-28 00:00:00,2026-01-07 00:00:00,87620.6,1656806.1,H
193,137,sugarcane,kharif,2024-06-13 00:00:00,2024-10-16 00:00:00,68957.3,295664.3,H
194,424,sugarcane,kharif,2025-07-14 00:00:00,2025-12-12 00:00:00,87492.3,200053.2,H
195,15,sugarcane,kharif,2026-06-21 00:00:00,,67288.2,,P
196,370,sunflower,rabi,2023-10-11 00:00:00,,1127.3,,A
197,209,groundnut,kharif,2025-06-08 00:00:00,2025-10-03 00:00:00,1634.1,4594.4,H
198,341,onion,rabi,2025-10-08 00:00:00,2026-02-23 00:00:00,14186.9,52862.2,H
199,300,jowar,rabi,2025-10-05 00:00:00,2026-01-19 00:00:00,2166.1,24484.4,H
200,131,onion,kharif,2025-07-23 00:00:00,2025-11-17 00:00:00,15119.2,28499.5,H
201,143,maize,rabi,2025-11-27 00:00:00,2026-03-26 00:00:00,4709.8,3991.1,H
202,431,paddy,kharif,2024-07-10 00:00:00,2024-12-07 00:00:00,4777.7,14538.0,H
203,63,chickpea,rabi,2025-11-01 00:00:00,2026-03-06 00:00:00,1579.6,1445.6,H
204,422,cotton,kharif,2024-06-15 00:00:00,2024-11-12 00:00:00,1701.3,735.6,H
205,405,paddy,rabi,2023-11-16 00:00:00,2024-04-11 00:00:00,4090.3,6974.1,H
206,449,wheat,rabi,2026-11-17 00:00:00,,2962.2,,P
207,309,chickpea,rabi,2025-10-25 00:00:00,2026-02-05 00:00:00,1459.4,20109.1,H
208,329,maize,kharif,2025-06-21 00:00:00,,5192.6,,A
209,81,cotton,kharif,2025-07-26 00:00:00,2025-12-03 00:00:00,1773.8,6513.1,H
210,89,onion,rabi,2024-10-03 00:00:00,2025-02-06 00:00:00,15364.5,18315.5,H
211,428,onion,kharif,2023-06-18 00:00:00,2023-11-16 00:00:00,16537.6,13876.9,H
212,237,cotton,kharif,2026-06-02 00:00:00,,1863.7,,P
213,308,sugarcane,kharif,2023-07-06 00:00:00,2023-11-29 00:00:00,69046.0,39257.9,H
214,233,sunflower,rabi,2024-10-07 00:00:00,2025-03-06 00:00:00,1115.8,2115.5,H
215,221,cotton,kharif,2024-06-14 00:00:00,2024-10-13 00:00:00,1750.6,8450.7,H
216,135,cotton,kharif,2024-07-19 00:00:00,,1879.5,,A
217,241,maize,rabi,2026-11-22 00:00:00,,5852.0,,P
218,363,jowar,rabi,2023-10-18 00:00:00,2024-01-29 00:00:00,2077.5,3678.6,H
219,182,onion,kharif,2023-07-17 00:00:00,2023-12-13 00:00:00,15428.5,232318.6,H
220,68,chickpea,rabi,2025-10-09 00:00:00,2026-01-27 00:00:00,1401.6,21957.9,H
221,68,wheat,rabi,2026-11-05 00:00:00,,2743.7,,P
222,23,maize,rabi,2024-11-14 00:00:00,2025-03-12 00:00:00,6164.6,85073.0,H
223,136,chickpea,rabi,2025-10-11 00:00:00,2026-03-07 00:00:00,1607.7,5123.2,H
224,437,sunflower,rabi,2024-10-02 00:00:00,2025-01-24 00:00:00,1085.9,3948.3,H
225,240,jowar,rabi,2025-10-15 00:00:00,2026-02-14 00:00:00,2751.9,15476.0,H
226,58,maize,kharif,2024-06-07 00:00:00,2024-11-19 00:00:00,5143.8,13017.5,H
227,422,sugarcane,kharif,2025-06-17 00:00:00,2025-11-23 00:00:00,79656.4,24312.0,H
228,394,sunflower,rabi,2024-10-10 00:00:00,2025-03-02 00:00:00,1373.3,1786.5,H
229,55,groundnut,kharif,2023-06-15 00:00:00,2023-11-25 00:00:00,1699.7,3388.7,H
230,138,onion,kharif,2024-06-21 00:00:00,2024-11-17 00:00:00,18164.3,110600.5,H
231,376,onion,kharif,2024-06-26 00:00:00,2024-11-24 00:00:00,14958.2,126653.1,H
232,281,onion,rabi,2023-11-09 00:00:00,2024-02-28 00:00:00,14752.4,68751.6,H
233,11,cotton,kharif,2025-07-10 00:00:00,2025-12-08 00:00:00,1936.4,2836.5,H
234,252,jowar,rabi,2026-10-12 00:00:00,,2109.2,,P
235,189,chickpea,rabi,2025-11-13 00:00:00,2026-03-23 00:00:00,1302.8,833.2,H
236,217,groundnut,kharif,2025-07-03 00:00:00,2025-10-23 00:00:00,1606.4,1200.3,H
237,332,maize,rabi,2025-10-10 00:00:00,2026-02-16 00:00:00,5396.6,24726.3,H
238,77,maize,rabi,2024-11-10 00:00:00,,4753.8,,A
239,24,chickpea,rabi,2025-11-14 00:00:00,2026-02-28 00:00:00,1385.2,8237.0,H
240,182,sugarcane,kharif,2025-06-04 00:00:00,2025-11-08 00:00:00,81780.9,923697.5,H
241,202,paddy,kharif,2025-07-11 00:00:00,2025-12-05 00:00:00,4482.4,3485.4,H
242,414,sugarcane,kharif,2024-06-06 00:00:00,2024-09-29 00:00:00,83780.5,138665.4,H
243,55,jowar,rabi,2023-11-04 00:00:00,2024-02-12 00:00:00,2163.6,4456.6,H
244,445,onion,rabi,2024-11-23 00:00:00,2025-04-15 00:00:00,18223.1,127565.0,H
245,45,maize,kharif,2023-06-04 00:00:00,2023-11-13 00:00:00,4701.2,8921.3,H
246,108,sunflower,rabi,2026-10-14 00:00:00,,1328.9,,P
247,276,cotton,kharif,2024-07-05 00:00:00,2024-11-22 00:00:00,1757.8,28431.8,H
248,379,sunflower,summer,2025-02-28 00:00:00,2025-06-21 00:00:00,1230.7,1764.4,H
249,427,jowar,rabi,2024-10-04 00:00:00,2025-02-21 00:00:00,2650.3,2222.1,H
250,254,onion,rabi,2023-11-13 00:00:00,2024-03-23 00:00:00,16064.1,13386.5,H
251,419,sunflower,rabi,2026-10-17 00:00:00,,1171.9,,P
252,162,chickpea,rabi,2024-11-16 00:00:00,2025-03-03 00:00:00,1397.8,638.9,H
253,358,jowar,rabi,2024-11-24 00:00:00,2025-03-16 00:00:00,2377.9,10149.3,H
254,301,groundnut,summer,2024-03-24 00:00:00,2024-07-11 00:00:00,1820.7,3694.8,H
255,377,groundnut,summer,2024-02-10 00:00:00,2024-05-10 00:00:00,1680.2,3773.1,H
256,311,sunflower,rabi,2025-11-10 00:00:00,2026-03-05 00:00:00,1095.4,977.5,F
257,134,groundnut,kharif,2024-06-26 00:00:00,2024-10-18 00:00:00,1522.1,2281.8,H
258,288,cotton,kharif,2024-07-26 00:00:00,2024-12-05 00:00:00,1945.5,4115.6,H
259,78,chickpea,rabi,2026-10-15 00:00:00,,1594.3,,P
260,387,wheat,rabi,2025-10-27 00:00:00,2026-03-11 00:00:00,2674.0,35225.9,H
261,446,cotton,kharif,2024-07-23 00:00:00,2024-12-08 00:00:00,1941.5,4969.9,H
262,79,groundnut,summer,2024-02-28 00:00:00,2024-06-04 00:00:00,1570.8,1915.9,H
263,126,sunflower,summer,2024-02-03 00:00:00,2024-05-15 00:00:00,1154.1,12704.6,H
264,341,cotton,kharif,2025-07-26 00:00:00,2025-11-27 00:00:00,1604.5,8158.0,H
265,235,chickpea,rabi,2023-11-05 00:00:00,2024-04-02 00:00:00,1194.2,23958.6,H
266,44,groundnut,summer,2025-02-14 00:00:00,2025-05-13 00:00:00,1548.8,3577.5,F
267,78,onion,kharif,2026-07-14 00:00:00,,17851.8,,P
268,359,chickpea,rabi,2026-11-12 00:00:00,,1537.3,,P
269,271,onion,kharif,2026-07-15 00:00:00,,14584.6,,P
270,279,onion,rabi,2026-11-26 00:00:00,,16714.0,,P
271,398,cotton,kharif,2023-06-18 00:00:00,2023-10-27 00:00:00,1740.6,3651.8,H
272,267,chickpea,rabi,2024-10-17 00:00:00,2025-03-01 00:00:00,1321.1,23241.2,H
273,12,paddy,rabi,2024-11-24 00:00:00,2025-03-31 00:00:00,4813.6,12260.6,H
274,191,sugarcane,kharif,2023-06-25 00:00:00,2023-11-23 00:00:00,88327.4,153490.2,H
275,3,sunflower,summer,2024-02-12 00:00:00,2024-05-26 00:00:00,1122.4,3835.2,H
276,345,maize,rabi,2025-10-04 00:00:00,2026-02-01 00:00:00,5527.1,23576.4,H
277,233,wheat,rabi,2026-11-27 00:00:00,,2711.2,,P
278,32,jowar,rabi,2025-10-15 00:00:00,2026-01-27 00:00:00,2305.9,25553.6,H
279,266,jowar,rabi,2025-11-21 00:00:00,2026-03-28 00:00:00,2757.5,24970.9,H
280,375,jowar,rabi,2024-10-16 00:00:00,2025-03-10 00:00:00,2369.6,9071.0,H
281,271,wheat,rabi,2025-11-02 00:00:00,2026-03-29 00:00:00,2780.9,4159.5,H
282,61,onion,rabi,2023-10-12 00:00:00,2024-02-25 00:00:00,14990.0,208998.0,H
283,157,groundnut,summer,2024-03-01 00:00:00,2024-06-03 00:00:00,1428.2,16755.3,H
284,157,sugarcane,kharif,2024-07-01 00:00:00,,79112.4,,A
285,23,jowar,rabi,2025-11-19 00:00:00,2026-03-27 00:00:00,2688.2,30883.1,H
286,369,onion,kharif,2024-07-25 00:00:00,2024-12-10 00:00:00,16802.7,26146.6,H
287,46,onion,rabi,2025-10-13 00:00:00,2026-02-11 00:00:00,16196.8,78543.6,H
288,377,sugarcane,kharif,2024-06-19 00:00:00,2024-11-16 00:00:00,84930.1,237150.2,H
289,64,chickpea,rabi,2024-10-19 00:00:00,2025-03-01 00:00:00,1269.5,1970.6,H
290,62,chickpea,rabi,2023-11-26 00:00:00,2024-03-18 00:00:00,1293.0,10952.9,H
291,228,wheat,rabi,2025-10-16 00:00:00,2026-01-25 00:00:00,2951.2,6493.9,H
292,271,groundnut,summer,2024-02-04 00:00:00,2024-05-05 00:00:00,1620.1,1612.0,H
293,394,wheat,rabi,2024-11-22 00:00:00,2025-03-12 00:00:00,2689.8,3094.0,H
